series_num,status,year,doy,datetime,rocket,pot_name,pot_lat,pot_lon,orbit,mass,dst_mean,dst
192,0,2014,247,2014-09-04 00:15:04.000000,长征二号丁（遥25）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,清华大学、信威通信灵巧通信试验卫星  创新一号（04星）  ,,
193,0,2014,251,2014-09-08 03:22:05.053000,长征四号乙（遥28）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵八号侦察卫星（03星）（遥感卫星二十一号）  国防科技大学天拓二号卫星  ,,
194,0,2014,271,2014-09-28 05:13:09.954000,长征二号丙（遥31）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,前哨二号红外预警卫星（07星）（实践十一号卫星（07星）） ,,
195,0,2014,293,2014-10-20 06:31:04.803000,长征四号丙（遥16）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵九号侦察卫星（04星）（遥感卫星二十二号） ,,
196,0,2014,296,2014-10-23 18:00:04.829000,长征三号丙改进Ⅱ型（遥12）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地月自由返回轨道,探月工程三期再入返回飞行试验器（嫦娥五号T1飞行试验器）（嫦娥五号再入返回飞行试验器）（嫦娥五号探路星）  火箭末级不分离搭载 4M无线电转发器（ 卢森堡）   口袋飞船微型试验飞行器（PS86X1）（ 中国／ 美国／ 英国）   ,,
197,0,2014,300,2014-10-27 06:59:03.654000,长征二号丙（遥32）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,前哨二号红外预警卫星（08星）（实践十一号卫星（08星）） ,,
198,0,2014,318,2014-11-14 18:53:05.153000,长征二号丙（遥35）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵七号侦察卫星（04星）（遥感卫星二十三号） ,,
199,0,2014,324,2014-11-20 07:12:03.787000,长征二号丁（遥24）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,遥感卫星二十四号 ,,
200,0,2014,341,2014-12-07 03:26:04.613000,长征四号乙（遥32）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,中巴地球资源卫星（04星）（资源一号卫星（04星））（ 中国／ 巴西） ,,
201,0,2014,344,2014-12-10 19:33:03.880000,长征四号丙（遥17）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,近地轨道,遥感卫星二十五号A  遥感卫星二十五号B   遥感卫星二十五号C  ,,
202,0,2014,361,2014-12-27 03:22:04.521000,长征四号乙（遥29）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,遥感卫星二十六号 ,,
203,0,2014,365,2014-12-31 01:02:04.197000,长征三号甲（遥24）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,风云二号G气象卫星（风云二号08星） ,,
204,0,2015,89,2015-03-30 13:52:30.598000,长征三号丙改进ⅢZ型（遥11）／远征一号（遥1）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,倾斜地球同步轨道,北斗全球导航试验卫星（I1-S） ,,
205,0,2015,177,2015-06-26 06:22:04.731000,长征四号乙（遥30）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,高分八号卫星 ,,
206,0,2015,206,2015-07-25 12:29:04.411000,长征三号乙改进ⅢZ型（遥26）／远征一号（遥2）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,中地球轨道,北斗全球导航试验卫星（M1-S）  北斗全球导航试验卫星（M2-S）  ,,
207,0,2015,239,2015-08-27 02:31:34.989000,长征四号丙（遥18）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,尖兵九号侦察卫星（05星）（遥感卫星二十七号） ,,
208,0,2015,255,2015-09-12 15:42:04.418000,长征三号乙改进Ⅱ型（遥32）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,地球同步转移轨道,前哨三号卫星（通信技术试验卫星一号） ,,
209,0,2015,257,2015-09-14 04:42:00.000000,长征二号丁（遥21）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,高分九号卫星 ,,
210,0,2015,262,2015-09-19 23:01:14.331000,长征六号（遥1）,太原卫星发射中心十六号发射阵地（十六号发射工位）38°52′06″N,38.86821,111.58027,太阳同步轨道,20颗小卫星 开拓一号微卫星（开拓一号A）（主星） DCBB立方星（开拓一号B）（子星）   国防科技大学天拓三号吕梁一号（主星） 国防科技大学天拓三号智能号手机卫星（子星） 国防科技大学天拓三号星尘号飞卫星1（子星） 国防科技大学天拓三号星尘号飞卫星2（子星） 国防科技大学天拓三号星尘号飞卫星3（子星） 国防科技大学天拓三号星尘号飞卫星4（子星）   浙江大学皮星二号A   浙江大学皮星二号B   哈尔滨工业大学紫丁香二号纳卫星   清华大学集成微系统技术试验卫星纳星二号（主星） 清华大学集成微系统技术试验卫星紫荆一号（子星） 西安电子科技大学集成微系统技术试验卫星紫荆二号（子星） （空间实验一号皮卫星）   希望二号A纳卫星（皮纳一号A）   希望二号B皮卫星（皮纳一号B）   希望二号C皮卫星（皮纳一号C）（主星） 希望二号E（子星） 希望二号F（子星）   希望二号D皮卫星（皮纳一号D）   ,,
211,0,2015,268,2015-09-25 01:41:40.000000,长征十一号（遥1）,酒泉卫星发射中心机动发射阵地40°58′09″N,40.9691,100.343575,太阳同步轨道,4颗小卫星 上海航天技术研究院浦江一号卫星   中科院上海微小卫星工程中心上海微小卫星工程中心一号立方星（上科大二号立方体试验卫星（A星））（天网一号A卫星）   南京理工大学南理工一号立方星（上科大二号立方体试验卫星（B星））（天网一号B卫星）   中科院上海微小卫星工程中心、南京理工大学NJFA-1（上科大二号立方体试验卫星（C星））（天网一号C卫星）   ,,
212,0,2015,272,2015-09-29 23:13:04.225000,长征三号乙改进Ⅱ型（遥33）,西昌卫星发射中心三号发射工位28°14′49″N,28.24703,102.02905,地球同步转移轨道,北斗全球导航试验卫星（I2-S） ,,
213,0,2015,280,2015-10-07 04:13:04.760000,长征二号丁（遥37）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,吉林一号光学A星（长光一号）  吉林一号灵巧成像视频卫星（01星）（长光一号）   吉林一号灵巧成像视频卫星（02星）（长光一号）   吉林一号灵巧成像验证卫星（长光一号）  ,,
214,0,2015,289,2015-10-16 16:16:04.272000,长征三号乙改进Ⅱ型（遥36）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,亚太九号通信卫星 ,,
215,0,2015,299,2015-10-26 07:10:04.462000,长征二号丁（遥26）,酒泉卫星发射中心九十四号发射阵地（九十四号发射工位）40°57′38″N,40.96069,100.29818,太阳同步轨道,天绘一号（03星） ,,
216,0,2015,307,2015-11-03 16:25:04.238000,长征三号乙改进Ⅲ型（遥34）,西昌卫星发射中心三号发射工位28°14′49″N,28.24703,102.02905,地球同步转移轨道,神通二号C战略通信卫星（中星二号C通信卫星） ,,
217,0,2015,312,2015-11-08 07:06:04.806000,长征四号乙（遥24）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,遥感卫星二十八号 ,,
218,0,2015,324,2015-11-20 16:07:04.308000,长征三号乙改进Ⅱ型（遥38）,西昌卫星发射中心二号发射工位28°14′44″N,28.24548,102.02685,超同步转移轨道,老挝通信卫星一号（ 老挝） ,,
219,0,2015,330,2015-11-26 21:24:04.681000,长征四号丙（遥8）,太原卫星发射中心九号发射阵地（九号发射工位）38°51′48″N,38.8632,111.5896,太阳同步轨道,遥感卫星二十九号 ,,
220,0,2015,343,2015-12-09 16:46:04.320000,长征三号乙改进Ⅲ型（遥31）,西昌卫星发射中心三号发射工位28°14′49″N,28.24703,102.02905,地球同步转移轨道,烽火二号C战术通信卫星（中星一号C通信卫星） ,,
